날짜,제목,언론사,URL
2025.05.07 16:27,"마케팅팀의 새로운 팀원은 AI…브이캣, 콘텐츠 자동화 시대 연다",머니투데이,https://finance.naver.com/item/news_read.naver?article_id=0005190530&office_id=008&code=005380&page=4&sm=
2025.05.07 16:24,"코스피, 미중 무역협상 기대·FOMC 경계감 혼재 2,570대 상승(종...",연합뉴스,https://finance.naver.com/item/news_read.naver?article_id=0015373854&office_id=001&code=005380&page=4&sm=
2025.05.07 16:22,토허제 확대 뒤 강남3구·용산 아파트 거래량 96%↓,한겨레,https://finance.naver.com/item/news_read.naver?article_id=0002744623&office_id=028&code=005380&page=4&sm=
2025.05.07 16:20,잠수함 입찰·지정학 위기에…방산주 일제히 상승,한국경제TV,https://finance.naver.com/item/news_read.naver?article_id=0001208372&office_id=215&code=005380&page=4&sm=
2025.05.07 16:00,"4일 쉰 코스피, 외인·기관 매수 속 강보합…환율 변동성 확대",더팩트,https://finance.naver.com/item/news_read.naver?article_id=0000387813&office_id=629&code=005380&page=4&sm=
2025.05.07 15:56,"코스피, FOMC 결과 대기하며 상승…코스닥은 강보합",한국경제,https://finance.naver.com/item/news_read.naver?article_id=0005128499&office_id=015&code=005380&page=4&sm=
2025.05.07 15:48,"코스피, 외인·기관 매수에 상승 마감…코스닥도 상승 반전",이데일리,https://finance.naver.com/item/news_read.naver?article_id=0006007044&office_id=018&code=005380&page=4&sm=
2025.05.07 15:47,"트럼프 車운반선 관세에…현대글로비스, 中자동차와 밀착?",중앙일보,https://finance.naver.com/item/news_read.naver?article_id=0003439188&office_id=025&code=005380&page=4&sm=
2025.05.07 15:43,'트럼프 관세' 영향 예측 불가…완성차 실적 전망 줄줄이 하향 조정 [...,한국경제,https://finance.naver.com/item/news_read.naver?article_id=0005128485&office_id=015&code=005380&page=5&sm=
2025.05.07 15:12,"'JY의 선구안'…삼성 하만, 美 초럭셔리 오디오 품는다",이데일리,https://finance.naver.com/item/news_read.naver?article_id=0006007014&office_id=018&code=005380&page=5&sm=
2025.05.07 15:07,코스피 제한적 상승…기관 폭풍 매수,SBS Biz,https://finance.naver.com/item/news_read.naver?article_id=0000439072&office_id=374&code=005380&page=5&sm=
2025.05.07 15:01,‘인도-파키스탄 군사충돌’…현지 진출 국내 기업들도 초긴장 “당장...,헤럴드경제,https://finance.naver.com/item/news_read.naver?article_id=0002467645&office_id=016&code=005380&page=5&sm=
2025.05.07 14:59,"[로펌ON] 화우, 윤희웅 변호사 영입...""M&A 자문 경쟁력 강화""",블로터,https://finance.naver.com/item/news_read.naver?article_id=0000066957&office_id=293&code=005380&page=5&sm=
2025.05.07 14:55,"[대기업집단 공시 대해부] SK, 계열사 줄여 쇄신…든든한 버팀목 'S...",블로터,https://finance.naver.com/item/news_read.naver?article_id=0000066956&office_id=293&code=005380&page=5&sm=
2025.05.07 14:13,미국차는 무관세 '질주'…한국차는 고관세 '발목',뉴시스,https://finance.naver.com/item/news_read.naver?article_id=0013226544&office_id=003&code=005380&page=5&sm=
2025.05.07 13:58,"코스피, 2560선에서 강보합… 원/달러 환율 1390원대 기록",머니S,https://finance.naver.com/item/news_read.naver?article_id=0001075271&office_id=417&code=005380&page=5&sm=
2025.05.07 13:39,"코스피, 외인·기관 매수 속 강세…코스닥은 하락",이데일리,https://finance.naver.com/item/news_read.naver?article_id=0006006913&office_id=018&code=005380&page=5&sm=
2025.05.07 13:27,품격 있는 제네시스 주행 왜 다를까,스포츠경향,https://finance.naver.com/item/news_read.naver?article_id=0001037844&office_id=144&code=005380&page=6&sm=
