날짜,제목,언론사,URL
2025.05.06 21:07,"“삼성바이오 게 섰거라”… 삼양식품, 황제주 등극 초읽기",세계일보,https://finance.naver.com/item/news_read.naver?article_id=0004033261&office_id=022&code=012450&page=6&sm=
2025.05.06 21:01,캐롯손보 결국 한화손보가 인수…한화 차남 경영역량 입증할까[재계 ...,매경이코노미,https://finance.naver.com/item/news_read.naver?article_id=0000096953&office_id=024&code=012450&page=7&sm=
2025.05.06 20:44,"""라이벌에서 원팀으로"" HD현대重·한화오션, 33조 캐나다 잠수함 노린...",한경비즈니스,https://finance.naver.com/item/news_read.naver?article_id=0000090403&office_id=050&code=012450&page=7&sm=
2025.05.06 17:42,"함정 MRO 맡으며 기술력 인정받아…""美 RSF 핵심축으로""",서울경제,https://finance.naver.com/item/news_read.naver?article_id=0004481941&office_id=011&code=012450&page=7&sm=
2025.05.06 15:13,"한화오션, 올해 목표가 2배 올라 상승률 1위…삼성SDI는 목표가 최대...",서울경제,https://finance.naver.com/item/news_read.naver?article_id=0004481882&office_id=011&code=012450&page=7&sm=
2025.05.06 07:00,1분기 잇단 호실적 '방산 4사'…'빠른 성장' 중동 공략 속도,머니투데이,https://finance.naver.com/item/news_read.naver?article_id=0005189872&office_id=008&code=012450&page=7&sm=
2025.05.06 06:01,[격변의 방산]⑤ ‘수출 4강’ 노리는 韓… 해양으로 영역 확장,조선비즈,https://finance.naver.com/item/news_read.naver?article_id=0001074764&office_id=366&code=012450&page=7&sm=
2025.05.06 05:02,거침없는 K방산… ‘빅4’ 수주 잔고 100조 육박,서울신문,https://finance.naver.com/item/news_read.naver?article_id=0003538964&office_id=081&code=012450&page=7&sm=
2025.05.05 20:52,K방산 ‘빅4 기업’ 올해 수주 100조…정치 혼란·관세전쟁에도 ‘무....,경향신문,https://finance.naver.com/item/news_read.naver?article_id=0003367615&office_id=032&code=012450&page=7&sm=
2025.05.05 18:02,"""정치·지정학 리스크 제로"" 동남아 'K방산 전성시대' [여기는 동남아...",파이낸셜뉴스,https://finance.naver.com/item/news_read.naver?article_id=0005345230&office_id=014&code=012450&page=7&sm=
2025.05.05 10:06,"'美 51번째 주' 도발에 反트럼프 정서 확산한 캐나다, K방산 집중 ...",한경비즈니스,https://finance.naver.com/item/news_read.naver?article_id=0000090342&office_id=050&code=012450&page=7&sm=
2025.05.05 07:26,시총 증가율 상위권 '싹쓸이'...하반기 '살까 말까',한국경제TV,https://finance.naver.com/item/news_read.naver?article_id=0001208170&office_id=215&code=012450&page=8&sm=
2025.05.05 06:00,일감 두둑이 쌓인 방산업계...수출 성장 기세 잇는다,데일리안,https://finance.naver.com/item/news_read.naver?article_id=0002952679&office_id=119&code=012450&page=8&sm=
2025.05.04 17:15,"투자 고수들, 조선·방산주 집중 매수",한국경제,https://finance.naver.com/item/news_read.naver?article_id=0005127466&office_id=015&code=012450&page=8&sm=
2025.05.04 17:03,"조선·방산株, 증권사 목표주가 급등…한화오션 102%↑",이코노미스트,https://finance.naver.com/item/news_read.naver?article_id=0000077428&office_id=243&code=012450&page=8&sm=
2025.05.04 15:42,올해 대기업집단 지정...방위·가상자산 약진 '빗썸' 첫 지정,조세일보,https://finance.naver.com/item/news_read.naver?article_id=0002358364&office_id=123&code=012450&page=8&sm=
2025.05.04 07:16,"'실적 후진' 한국항공우주, 올 매출 20% 성장할까",서울경제,https://finance.naver.com/item/news_read.naver?article_id=0004481488&office_id=011&code=012450&page=8&sm=
2025.05.04 06:01,"미래 해전 '게임체인저'…K-조선, 전투용 무인수상정 개발 박차",서울경제,https://finance.naver.com/item/news_read.naver?article_id=0004481470&office_id=011&code=012450&page=8&sm=
2025.05.03 09:00,美 부품 관세 '원점'…한국 車 한숨 돌렸다 外[금주의 산업계 이슈],뉴시스,https://finance.naver.com/item/news_read.naver?article_id=0013221370&office_id=003&code=012450&page=8&sm=
2025.05.03 06:01,[격변의 방산]② 美 의존했던 유럽 “자체 무기로 자주국방”,조선비즈,https://finance.naver.com/item/news_read.naver?article_id=0001074431&office_id=366&code=012450&page=8&sm=
